,Infinity,Infinity
2007/11/19/morning,29.837612012562957,33.259017678889506
2007/11/19/afternoon,31.31249821333616,46.98791460741821
2007/11/20/morning,21.55380480221728,26.80587392046784
2007/11/20/afternoon,1655.1288989528937,10691.353202910594
2007/11/21/morning,19.345419243734554,29.939457489366873
2007/11/21/afternoon,17.751292468884913,24.2385934936308
2007/11/22/morning,17.749991906100995,14.53914504292432
2007/11/22/afternoon,25.812934902320894,23.866617899225986
2007/11/26/morning,45.327400437957536,25.370274322249532
2007/11/26/afternoon,35.59860390475829,28.06745240614829
2007/11/27/morning,33.249400970359794,30.60137699393693
2007/11/27/afternoon,20.78525647216651,20.54739118302029
2007/11/28/morning,27.61309949977858,43.30220905225241
2007/11/28/afternoon,35.69379098522442,38.49995044147792
2007/11/29/morning,40.19141359239469,35.5915090258672
2007/11/29/afternoon,60.1502599218724,53.20341467212391
2007/11/30/morning,62.719104977651796,61.136927641576335
2007/11/30/afternoon,39.7042770101242,70.29469927040347
2007/12/03/morning,Infinity,Infinity
2007/12/03/afternoon,118.83362502844602,92.66462865884122
2007/12/04/morning,Infinity,Infinity
2007/12/04/afternoon,Infinity,Infinity
2007/12/05/morning,100.56021158317714,102.94652333920567
2007/12/05/afternoon,Infinity,Infinity
2007/12/06/morning,85.90917574364488,92.51017802904596
2007/12/06/afternoon,Infinity,Infinity
2007/12/07/morning,79.82908521715427,82.36249912651255
2007/12/07/afternoon,Infinity,Infinity
2007/12/10/morning,Infinity,Infinity
2007/12/10/afternoon,Infinity,Infinity
2007/12/11/morning,127.76687762977849,127.28896906498167
2007/12/11/afternoon,112.24804758775508,105.00881126144887
2007/12/12/morning,61.08776705502072,57.71535343633991
2007/12/12/afternoon,Infinity,Infinity
2007/12/13/morning,37.98536210851054,66.63836045382857
2007/12/13/afternoon,Infinity,Infinity
2007/12/14/morning,37.77312070102218,26.50207858925525
2007/12/14/afternoon,31.208530191893985,32.71118421829028
2007/12/17/morning,58.79060294252557,38.327818009795635
2007/12/17/afternoon,39779.79367802196,7973.444381537776
2007/12/18/morning,37.55486437793529,29.95367003206907
2007/12/18/afternoon,31.92093736148363,41.97947774935897
2007/12/19/morning,64.42427777037928,55.96094001422603
2007/12/19/afternoon,31.559895566385208,66.72067484823515
2007/12/20/morning,62.12869699639047,70.01418426756328
2007/12/20/afternoon,40.85247573638552,66.00687606446965
2007/12/21/morning,47.477945260221134,12.364612439684741
2007/12/21/afternoon,57.14072748389418,20.861154423970476
2007/12/25/morning,29.002578896304417,48.040980352507994
2007/12/25/afternoon,Infinity,Infinity
2007/12/26/morning,52.37602026700114,89.50540926876508
2007/12/26/afternoon,Infinity,Infinity
2007/12/27/morning,Infinity,Infinity
2007/12/27/afternoon,74.30862959209622,83.29190839512151
2007/12/28/morning,Infinity,Infinity
